action,frame,input_number,x_inputs,y_inputs
pushup,697,7,330.4095425522118,875.7184706956376
pushup,697,8,378.16303989343476,782.7510537087983
pushup,697,9,382.6639241502996,789.48007205491
pushup,697,10,492.48963339286934,791.1517715036281
pushup,697,11,497.84623263175024,794.488880370559
pushup,697,12,377.6346280282004,713.6991395981654
pushup,697,13,374.0657096996642,744.631445259019
pushup,697,14,379.1650778787178,771.116043542066
pushup,697,15,381.3799299273574,785.569449317155
pushup,697,16,474.32405706037554,782.5634399614617
pushup,697,17,496.7365171198259,792.2809566568832
pushup,698,1,375.4938707853618,948.524427967552
pushup,698,2,385.9715548732824,952.1054575189964
pushup,698,3,373.22259467944764,982.6636330478162
pushup,698,4,363.3661865769771,940.3304465420275
pushup,698,5,360.4804992675781,952.8900353723132
pushup,698,6,364.3217066714638,868.8686395083173
pushup,698,7,288.95940412554825,839.4822594265556
pushup,698,8,392.57846765350877,788.2976188534321
pushup,698,9,294.2020493222956,763.3180769954819
pushup,698,10,491.18587159273915,792.7856699347104
pushup,698,11,268.19073016183415,735.2039790910802
pushup,698,12,376.72458849455177,721.3386577426538
pushup,698,13,320.55324487518845,835.82807258865
pushup,698,14,377.4874657078793,686.9180187547063
pushup,698,15,375.46095730965595,795.4850443143312
pushup,698,16,399.7444631342302,567.3414168927129
pushup,698,17,498.2100751107199,795.4196223815717
pushup,699,1,396.2513846681829,972.0152123943216
pushup,699,2,395.59690977397713,972.1860346214403
pushup,699,3,386.71173664561485,977.9971651075181
pushup,699,4,366.54897187885484,944.3207194901765
pushup,699,5,364.6682946723804,948.9261556167853
pushup,699,6,356.1157939308568,866.1481174163986
pushup,699,7,322.2080063401607,884.4121492183222
pushup,699,8,375.3950420178865,786.209000319014
pushup,699,9,370.3978970176295,788.0277946614227
pushup,699,10,467.9901738752398,784.3544673188493
pushup,699,11,467.76156776829765,769.9721230447358
pushup,699,12,374.06085901093064,760.5420042207181
pushup,699,13,370.1513564795778,755.7669117521222
pushup,699,14,385.43344196520354,773.9200882008146
pushup,699,15,384.1871522602282,729.6906687474329
pushup,699,16,456.1020881251285,760.6488391420796
pushup,699,17,425.2767166338469,751.9953669436268
pushup,700,1,402.4350551136753,975.0936197738397
pushup,700,2,391.1461666174102,981.821054414747
pushup,700,3,378.50925646330177,985.895509416929
pushup,700,4,380.54746928967927,942.9895795005306
pushup,700,5,375.10859974643637,953.5896373134584
pushup,700,6,373.1930019980982,852.8424683118571
pushup,700,7,344.1931072034334,884.809484742949
pushup,700,8,393.16755863658165,790.9272884774182
pushup,700,9,365.65320065146994,791.3699023277057
pushup,700,10,442.3260832669442,787.3316203490275
pushup,700,11,445.5908832215426,777.829028293572
pushup,700,12,388.5292776007401,747.9684832636655
pushup,700,13,386.94094473855534,745.3623041526903
pushup,700,14,371.48339589436847,790.8091817732578
pushup,700,15,373.09839817515586,798.0133745208105
pushup,700,16,463.7882339745237,782.127525103967
pushup,700,17,467.8354109379283,782.0262522034159
pushup,701,1,403.83316173888085,980.8329500530531
pushup,701,2,391.3367020456414,987.4100884210893
pushup,701,3,381.40510692931053,988.8026413181134
pushup,701,4,379.19352748937774,944.7492477901664
pushup,701,5,380.0285339355469,952.7629659262049
pushup,701,6,395.1803361323842,836.1106178977273
pushup,701,7,354.94492915638705,874.6083561875342
pushup,701,8,392.99577411852385,794.2350296070646
pushup,701,9,375.430619089227,790.6011324461554
pushup,701,10,438.7819738555373,807.0161848705412
pushup,701,11,484.64443541409673,793.5840024248272
pushup,701,12,406.1604309082031,747.4916703390265
pushup,701,13,406.3398983604029,742.7985252555856
pushup,701,14,374.80360064590184,791.5969698217586
pushup,701,15,375.9382843552974,796.4901964035117
pushup,701,16,468.3285120913857,792.616224842552
pushup,701,17,474.47893912332097,789.8217241970367
pushup,702,1,417.4358742697197,972.5445496474534
pushup,702,2,410.08821989360604,968.259598229566
pushup,702,3,394.1133586147375,985.1420628358604
pushup,702,4,381.30552057634316,943.8769571360726
pushup,702,5,380.50571090296694,949.8478693716628
pushup,702,6,381.1379169581229,857.1728993611164
pushup,702,7,339.8032914546498,875.5752870992136
pushup,702,8,422.6830412212171,778.4309873549596
pushup,702,9,368.4507724695038,769.5013033312226
pushup,702,10,473.5513171815035,796.4705996393243
pushup,702,11,389.7300894218578,765.4192901310497
pushup,702,12,384.2560510468065,747.9989674161847
pushup,702,13,382.1140945166872,753.8002694371235
pushup,702,14,368.75478108723956,788.6965313981423
pushup,702,15,358.4696264434279,765.1821080486719
pushup,702,16,460.40410627398575,785.1519180414841
pushup,702,17,400.20741579825415,786.1740830119572
pushup,703,1,418.44789069995545,971.2858456196947
pushup,703,2,412.1025861773574,967.7738920882393
pushup,703,3,405.4364667022437,983.3650560159673
pushup,703,4,384.8772042257744,945.3942282803088
pushup,703,5,383.05237067373173,948.0432917750547
pushup,703,6,384.4691214645118,861.0636823305294
pushup,703,7,344.39453794245134,887.541274606594
pushup,703,8,427.20493517423927,777.6253928177197
pushup,703,9,366.947061639083,792.2368188128936
pushup,703,10,472.3988208436129,795.230919460869
pushup,703,11,391.8040064761513,765.3955887024661
pushup,703,12,385.481211344401,748.2864583779008
pushup,703,13,383.8762678179824,751.1542831036504
pushup,703,14,370.2502133553488,789.4968206232244
pushup,703,15,370.40745116116705,795.1034428908816
pushup,703,16,461.41099360951205,785.1400666586802
pushup,703,17,474.5630123740748,790.4721741190615
pushup,704,1,419.54351860180236,968.8719697014265
pushup,704,2,414.3332056413617,966.0793342047166
pushup,704,3,407.3257048088207,980.328454710176
pushup,704,4,398.22745072214224,940.2191115313526
pushup,704,5,390.3710174560547,945.767174477384
pushup,704,6,385.6721232230203,864.7973151483776
pushup,704,7,340.47376231143346,873.5873727286632
pushup,704,8,404.3381393164919,795.4528113341148
pushup,704,9,354.55572864465546,756.6480682139068
pushup,704,10,437.61251616896243,811.055690268175
pushup,704,11,364.22207882529807,747.5164066243668
pushup,704,12,386.1362470660293,747.7730383982663
pushup,704,13,389.5143421909265,722.2854266631512
pushup,704,14,365.623385780736,789.9643683041826
pushup,704,15,368.44783448336415,786.2181520827628
pushup,704,16,463.62408018948736,785.2840588205092
pushup,704,17,468.1342730605811,788.6392008017867
pushup,705,1,419.4388955099541,972.6348455790492
pushup,705,2,418.41734969825075,966.4206724804045
pushup,705,3,408.07189372547884,980.590717361634
pushup,705,4,395.1655899850945,938.0502252484725
pushup,705,5,388.5197375113504,947.5463893927985
pushup,705,6,386.88041854323,863.7909049193935
pushup,705,7,344.86642402515076,888.0401591272762
pushup,705,8,404.391268010725,795.6901812683974
pushup,705,9,358.7213219257823,790.2777621048825
pushup,705,10,475.5518461528577,798.6998221490364
pushup,705,11,393.18940279776587,790.5604488042725
pushup,705,12,392.42814716539885,716.0692237945924
pushup,705,13,387.1816882752535,746.2230308841902
pushup,705,14,361.2486126548365,786.5064813586733
pushup,705,15,362.12418974491584,790.0676671307032
pushup,705,16,432.8296855458042,788.2825255211186
pushup,705,17,435.7490673399808,790.3653552419906
pushup,706,1,418.553666231925,972.0827561845392
pushup,706,2,416.5952307717842,969.0565074573864
pushup,706,3,406.67014623943123,980.5393582497604
pushup,706,4,390.4776429293448,944.6266680714334
pushup,706,5,390.3006362915039,949.333885836314
pushup,706,6,386.98638079459204,863.3088869594144
pushup,706,7,345.37281839471115,886.7694345831479
pushup,706,8,432.8996678402549,788.1182871355807
pushup,706,9,368.11651932565786,792.6090169449103
pushup,706,10,475.50182944849917,799.4079730231294
pushup,706,11,394.08464532149463,789.4695897849209
pushup,706,12,396.5795818128084,718.0142412885517
pushup,706,13,388.5852184630277,748.3961806030942
pushup,706,14,360.7324901380037,784.5179987528238
pushup,706,15,360.3949709942466,788.8404817779641
pushup,706,16,428.37404217636373,778.0586461613499
pushup,706,17,436.75356547037757,790.2002391000436
pushup,707,1,418.5959437855503,971.3124938496885
pushup,707,2,416.1270007752535,968.8354752907226
pushup,707,3,402.68464205557837,974.9953244262562
pushup,707,4,395.26354806465014,938.2831459003628
pushup,707,5,388.8981775651898,946.7424888652622
pushup,707,6,387.6537383230109,861.7845188905479
pushup,707,7,340.19186555293567,868.1032787043058
pushup,707,8,436.5841353567023,789.3074184388477
pushup,707,9,356.1176062466805,753.1573820584183
pushup,707,10,474.9423940558182,798.7584566782756
pushup,707,11,364.54263118275423,734.7707264159621
pushup,707,12,387.77166801586486,747.4342070430158
pushup,707,13,392.89057146038925,718.5175880858305
pushup,707,14,364.0476772241425,789.014697372587
pushup,707,15,347.05706546181125,761.4865490014033
pushup,707,16,431.41343501576205,777.5357988238466
pushup,707,17,401.9080792811879,747.5097555973182
pushup,708,1,416.2908995778937,967.0669418619078
pushup,708,2,415.6748058921412,967.8526468266532
pushup,708,3,402.9109339128461,976.0022627798124
pushup,708,4,393.5409284892835,937.4818859956873
pushup,708,5,387.879255194413,945.272623920754
pushup,708,6,386.0222950316312,863.1594223573983
pushup,708,7,344.4910725376062,888.0382104144561
pushup,708,8,411.3796448289302,798.8048313638075
pushup,708,9,354.288474635074,786.4009509551433
pushup,708,10,474.21301858466967,790.066508264949
pushup,708,11,390.7332744933011,767.2292178301274
pushup,708,12,388.8554382324219,752.1667346766327
pushup,708,13,386.9835649456894,746.5852842299596
pushup,708,14,362.07176208496094,774.7529874469469
pushup,708,15,360.34168837363256,778.1735059021597
pushup,708,16,422.2227655377304,752.7053281485316
pushup,708,17,423.54336487619497,755.6858145472515
pushup,709,1,418.07497392620957,968.8622375020323
pushup,709,2,413.0335663912589,967.2121005773805
pushup,709,3,405.2606218739559,978.251872903546
pushup,709,4,388.34616677802904,941.6484385696193
pushup,709,5,385.7251953660396,945.697353734897
pushup,709,6,383.8322475500274,863.3357377485795
pushup,709,7,340.8293028045119,873.226404597438
pushup,709,8,407.4470546789336,797.1691466683495
pushup,709,9,350.51389794600635,753.9558201734494
pushup,709,10,475.76511583830177,785.9967979439508
pushup,709,11,363.76285352204974,730.7763705300606
pushup,709,12,387.3355557625754,747.8691985181492
pushup,709,13,390.616998505174,720.6176436926684
pushup,709,14,366.2461725870768,788.1327747959166
pushup,709,15,347.0911728708367,764.287109375
pushup,709,16,430.40510177612305,774.5609265898822
pushup,709,17,376.1133756135639,738.7256711727948
pushup,710,1,418.0141877291495,971.4588338260713
pushup,710,2,411.504788315087,971.9117608127824
pushup,710,3,404.85436431148594,980.9490492153272
pushup,710,4,385.90019761470325,944.7442232530976
pushup,710,5,382.66897285193727,946.5855375960518
pushup,710,6,379.98611400001926,860.2543240700729
pushup,710,7,340.3573103118361,872.1359891358759
pushup,710,8,408.1509466338576,795.7274321005614
pushup,710,9,350.90175093266,763.0100168769226
pushup,710,10,440.7422865482799,786.4374256447398
pushup,710,11,363.9025865521347,734.8393745881965
pushup,710,12,387.79073882521243,753.9407251698556
pushup,710,13,385.2584116082442,748.7173050779111
pushup,710,14,365.1872962817811,775.6052468039773
pushup,710,15,360.2566467251694,778.9868297764923
pushup,710,16,421.9240717302289,751.9441869930004
pushup,710,17,431.7015949048494,774.1802624204203
pushup,711,1,413.70910242984166,966.9402882303361
pushup,711,2,405.4623172157689,965.5481846152366
pushup,711,3,391.18991115636993,974.6043865625855
pushup,711,4,380.82581101802356,942.2660648809727
pushup,711,5,376.4989752518503,946.5179623857646
pushup,711,6,380.38592388755393,862.7605479178789
pushup,711,7,366.86564194528677,886.0978687031507
pushup,711,8,407.52217342979026,790.793737806339
pushup,711,9,377.21483732524666,783.2775832110402
pushup,711,10,441.463643124229,785.5294474322851
pushup,711,11,388.49925794099505,764.7448523229993
pushup,711,12,387.3138936360677,752.3339509493942
pushup,711,13,398.83808336759864,745.6599681975416
pushup,711,14,363.03125080309417,773.0127487934693
pushup,711,15,358.8268925432573,778.7745958977957
pushup,711,16,401.49852518449745,764.6409220867846
pushup,711,17,431.35471578229937,773.0242906551632
pushup,712,1,0.0,0.0
pushup,712,2,0.0,0.0
pushup,712,3,0.0,0.0
pushup,712,4,0.0,0.0
pushup,712,5,0.0,0.0
pushup,712,6,0.0,0.0
pushup,712,7,0.0,0.0
pushup,712,8,0.0,0.0
pushup,712,9,0.0,0.0
pushup,712,10,0.0,0.0
pushup,712,11,0.0,0.0
pushup,712,12,0.0,0.0
pushup,712,13,0.0,0.0
pushup,712,14,0.0,0.0
pushup,712,15,0.0,0.0
pushup,712,16,0.0,0.0
pushup,712,17,0.0,0.0
pushup,713,1,399.8769730015805,971.860013295369
pushup,713,2,399.36342507077933,968.4426569024678
pushup,713,3,390.233164335552,977.5543366648411
pushup,713,4,378.58727706106083,941.8036216242812
pushup,713,5,374.88248992384524,950.7631406752721
pushup,713,6,356.39297552276076,863.8490975621235
pushup,713,7,345.0447196291204,882.0144222129998
pushup,713,8,372.106898793003,786.4233595648574
pushup,713,9,369.78019312808385,787.0339751896435
pushup,713,10,436.1214500561095,755.0921236437226
pushup,713,11,453.7910591928582,733.6076390077354
pushup,713,12,378.454520242256,719.7731287142533
pushup,713,13,389.64123642235467,743.2459502204485
pushup,713,14,347.6270762661047,766.5933852597891
pushup,713,15,369.7642958791632,783.9500335325678
pushup,713,16,381.9449709172834,725.4265214266155
pushup,713,17,455.21948161878083,764.83846608023
pushup,714,1,399.59836457905016,967.4493481739457
pushup,714,2,395.05821094178316,966.2612911696501
pushup,714,3,389.5028164512232,972.9802283530429
pushup,714,4,368.9087128220943,938.2186605530787
pushup,714,5,366.9730624817965,946.2279136966902
pushup,714,6,356.5143688938074,858.5105663688133
pushup,714,7,343.712830794485,883.9631978731688
pushup,714,8,407.99587182831345,774.8050872702457
pushup,714,9,373.9980972022341,783.9285042669791
pushup,714,10,487.5730400754694,789.3477140094469
pushup,714,11,469.20719079804,763.8203782815923
pushup,714,12,377.76257431297967,722.0963075936559
pushup,714,13,392.52778170401587,742.1806388930188
pushup,714,14,355.28786609047336,740.2144680461904
pushup,714,15,365.1828136778714,760.7161543011534
pushup,714,16,378.59392768458315,760.9280920289824
pushup,714,17,426.8051938006752,750.7910965149661
pushup,715,1,395.41284527694967,967.7608213393346
pushup,715,2,389.33082848264456,967.913159206428
pushup,715,3,383.320566813151,976.7300899710347
pushup,715,4,360.8365524024294,944.7276989705983
pushup,715,5,358.893212268227,951.0483219276252
pushup,715,6,350.839574713456,856.1572055043683
pushup,715,7,321.1639832613761,874.0296877540346
pushup,715,8,380.01460560581137,772.3097722031592
pushup,715,9,370.3185298986602,763.8211337002841
pushup,715,10,465.8741586250171,783.6561502579922
pushup,715,11,456.640635038677,729.5121011389307
pushup,715,12,374.1003230580112,724.2755367617486
pushup,715,13,384.93460404245474,709.4848846736377
pushup,715,14,349.5296344422457,693.5094148566924
pushup,715,15,368.7954885917797,668.3213523705974
pushup,715,16,360.69844455049747,573.0560021959286
pushup,715,17,380.00482391892814,540.0332304002943
pushup,716,1,366.45148026315786,930.2452262886774
pushup,716,2,385.16446163779807,946.7085120711896
pushup,716,3,358.5634077641002,965.1023652493496
pushup,716,4,363.01120691132127,939.3775924899884
pushup,716,5,358.55814615885413,952.2489830593681
pushup,716,6,362.8609600401761,868.8170691466148
pushup,716,7,287.3587732147752,836.594158059796
pushup,716,8,390.26975397478066,779.4892059359597
pushup,716,9,275.648930867513,761.0099306137904
pushup,716,10,481.9910879302443,767.1045028836938
pushup,716,11,281.55014573482043,724.5608156168709
pushup,716,12,373.37795592190923,762.1804378379998
pushup,716,13,315.7264415004797,815.8303695962828
pushup,716,14,391.4952622798451,771.8002951079887
pushup,716,15,377.8105829473127,782.2298074578142
pushup,716,16,485.199318601374,787.4654031609392
pushup,716,17,500.49783405504724,791.7780095880681
pushup,717,1,382.0365236516584,974.5753463962384
pushup,717,2,382.1813094825075,964.1863023856122
pushup,717,3,368.4028853031627,987.7312811259242
pushup,717,4,358.04168968869925,943.0302651479498
pushup,717,5,351.76826343201753,951.5447202517456
pushup,717,6,351.4546123303865,854.9077986417439
pushup,717,7,326.52929874888633,881.3206884712143
pushup,717,8,390.2359999271861,771.9097739947717
pushup,717,9,380.72018213439407,776.3547364618274
pushup,717,10,487.2798411051432,786.7047914670044
pushup,717,11,484.9708383125171,776.5649066436199
pushup,717,12,377.16423436215047,732.8468842522077
pushup,717,13,371.98947839569627,748.5636428883146
pushup,717,14,383.4562415407415,764.8898746620002
pushup,717,15,383.80102726451133,762.7264250539088
pushup,717,16,485.8430641575863,787.0256478684624
pushup,717,17,489.640340972365,785.0430441581667
pushup,718,1,378.98975840786045,981.912114121436
pushup,718,2,363.92017431426467,989.249278942831
pushup,718,3,364.514337171588,990.5641119164156
pushup,718,4,344.47909840366293,961.352218176684
pushup,718,5,351.05552539490816,952.2114715074788
pushup,718,6,349.19814126533373,859.1352020297097
pushup,718,7,330.09631775973133,866.3643864342313
pushup,718,8,368.5771339818051,776.2873277110573
pushup,718,9,378.22246584975926,777.8748755230439
pushup,718,10,484.27778679027887,765.6611477871714
pushup,718,11,493.37137724223885,791.6914773796892
pushup,718,12,371.3938314872875,724.0989051643363
pushup,718,13,367.1408536141379,722.9020652478522
pushup,718,14,372.2740220187003,691.4747708206762
pushup,718,15,349.7980030795984,640.5695342181938
pushup,718,16,401.1791115476374,606.5726023879788
pushup,718,17,391.2970840721799,478.3877279358913
pushup,719,1,376.8668833950109,975.6883976780703
pushup,719,2,370.6313986527292,970.8398785126301
pushup,719,3,358.56076232173984,984.7123780099089
pushup,719,4,340.4746058949253,944.7832977863156
pushup,719,5,342.5040937724866,948.975922332797
pushup,719,6,326.0091808386016,860.7960542008232
pushup,719,7,305.11754219992116,878.4876544530395
pushup,719,8,377.4077060766387,770.3892705944517
pushup,719,9,383.8098438999109,775.4443332634515
pushup,719,10,489.2086765222382,786.7228412941539
pushup,719,11,482.5984760752895,776.8337982612267
pushup,719,12,350.92461033871297,724.3212930735726
pushup,719,13,350.2541284393846,743.9474547470778
pushup,719,14,358.4314392324079,658.21004811148
pushup,719,15,374.39387003580725,723.2463683747775
pushup,719,16,389.3678230151795,476.8303407165594
pushup,719,17,397.16622871265076,668.6856908056587
pushup,720,1,373.3898537619072,979.9776008330196
pushup,720,2,357.9133927194695,985.4945455427891
pushup,720,3,358.8648984306737,988.2211079759378
pushup,720,4,338.53370934201956,946.2175303664943
pushup,720,5,336.5448505000064,951.2680003572528
pushup,720,6,322.8033648039165,862.287121675623
pushup,720,7,313.9660666281717,875.998627410922
pushup,720,8,374.938257451643,771.817729903991
pushup,720,9,381.53170978813836,769.7691480588547
pushup,720,10,460.8548040557326,765.2931291929079
pushup,720,11,482.78763152005376,775.0378912667716
pushup,720,12,352.17862045555785,729.4253616917956
pushup,720,13,368.53325291683797,725.6561486535632
pushup,720,14,383.3535321553548,690.8398180122834
pushup,720,15,354.7884877522786,626.0276555440512
pushup,720,16,406.18058054070724,598.8815745492624
pushup,720,17,395.8874136941475,452.81760208447423
pushup,721,1,357.37418726870885,984.9777569305988
pushup,721,2,347.18950773540297,992.9694185121166
pushup,721,3,339.9204240765488,992.7764391194037
pushup,721,4,331.25580101682425,959.8987685472001
pushup,721,5,334.2753868772272,956.2569124152861
pushup,721,6,323.2792275412041,847.2654739162616
pushup,721,7,309.3044224120023,874.1498741993898
pushup,721,8,371.8383802447402,768.1353321890189
pushup,721,9,383.6350263629043,774.0599302394236
pushup,721,10,462.4946821781627,764.508154243394
pushup,721,11,481.88030376768944,776.6612098250959
pushup,721,12,353.1731187251576,721.1583917791193
pushup,721,13,375.1138198584841,718.7057563639679
pushup,721,14,364.0625056885836,700.6804263395913
pushup,721,15,388.0633531536972,692.9773995440213
pushup,721,16,376.20415470056366,645.2998022808564
pushup,721,17,395.98755083586036,619.1506627094315
pushup,722,1,354.3327408506159,986.5845379197453
pushup,722,2,343.6306735925507,995.3833555992436
pushup,722,3,343.74837708054923,992.4499979677231
pushup,722,4,330.860451146176,962.0257468082557
pushup,722,5,331.5974546733655,954.2721968752139
pushup,722,6,321.4239113790947,863.8517488811781
pushup,722,7,303.38410628469364,877.0382590152869
pushup,722,8,371.4285900718287,770.0064083571501
pushup,722,9,378.51972345720253,771.9502958567223
pushup,722,10,464.25217879445927,762.5433917844674
pushup,722,11,469.2288770173725,765.635436811165
pushup,722,12,350.87712070398163,724.771298662334
pushup,722,13,344.52371697676807,752.3460697370448
pushup,722,14,360.92080785517106,667.4471437552411
pushup,722,15,384.3114029733758,696.654207829186
pushup,722,16,384.6120272184673,551.0711101686576
pushup,722,17,384.32302909984924,675.8987968252627
pushup,723,1,353.5855196233381,986.2188484216964
pushup,723,2,340.2597233287075,993.507160299579
pushup,723,3,339.7281934503923,990.8310568267387
pushup,723,4,317.2247354607833,965.8046051393072
pushup,723,5,319.0360112775836,950.7935105122193
pushup,723,6,298.64208154511033,864.9001162676273
pushup,723,7,295.42910224513,873.0750758493847
pushup,723,8,365.6347776714124,772.9520639375685
pushup,723,9,375.75868439256095,773.3223581470769
pushup,723,10,463.1848465768914,760.7114305945372
pushup,723,11,468.4226614968818,765.1296138032243
pushup,723,12,364.3459239758943,692.3844416640283
pushup,723,13,390.47458983304205,716.2489412439353
pushup,723,14,380.50117300267806,617.3595054935652
pushup,723,15,400.31481023420366,696.8285367366126
pushup,723,16,386.023990564179,452.9997448957763
pushup,723,17,416.25665363512536,706.044417148352
pushup,724,1,350.9416372734203,976.9867050321313
pushup,724,2,345.08365296480946,970.1734936015368
pushup,724,3,325.5739861203913,986.4424392349226
pushup,724,4,315.70542586477177,946.8408871637116
pushup,724,5,312.4966221524958,956.597361569859
pushup,724,6,301.12142328630415,851.8313635400979
pushup,724,7,285.83719287002293,867.7376560574685
pushup,724,8,370.02393622147406,773.9725844517986
pushup,724,9,379.9042805454187,765.9755002342466
pushup,724,10,485.9989059180544,767.4151898788335
pushup,724,11,484.716582716557,781.7891764144647
pushup,724,12,361.2371438009697,687.0982676711819
pushup,724,13,350.78665482370474,687.08115509802
pushup,724,14,384.1994232043885,576.7504267781353
pushup,724,15,367.57556915283203,550.3773423327543
pushup,724,16,386.8262039987664,442.38958853881434
pushup,724,17,389.93862486722173,416.4980828409519
pushup,725,1,338.8236930914092,987.3406812786925
pushup,725,2,332.12940684536045,984.0912774410854
pushup,725,3,319.76019106413185,991.4655523728436
pushup,725,4,311.4534853215803,947.272725935703
pushup,725,5,311.33820784719364,955.770160721009
pushup,725,6,315.28423777797764,837.8546450093698
pushup,725,7,280.4268565930818,876.1299429117392
pushup,725,8,375.2631712796395,768.8260713307776
pushup,725,9,381.09157763029395,769.1935952260748
pushup,725,10,474.9638741476494,779.1381154055141
pushup,725,11,488.5337160344709,785.7736554098808
pushup,725,12,350.9032239412006,714.2300408353941
pushup,725,13,372.6869844135485,706.1889969323316
pushup,725,14,356.13911511605244,631.1688065293846
pushup,725,15,353.91185860884815,607.0328129813287
pushup,725,16,373.23295994808797,452.13542023206463
pushup,725,17,374.2104272675096,453.5672528537445
pushup,726,1,327.3292581658614,985.7671855913978
pushup,726,2,316.02648015607866,991.9500465017028
pushup,726,3,321.60333466111564,987.998603077081
pushup,726,4,297.5369918555544,964.1765936259242
pushup,726,5,302.0519142820124,954.1529456783098
pushup,726,6,295.652862013432,850.6480663420729
pushup,726,7,270.4014438495301,864.904188843442
pushup,726,8,377.2482273034882,779.269142443353
pushup,726,9,381.93637780975877,769.7299358121406
pushup,726,10,494.5476036741022,788.5167267079682
pushup,726,11,501.65341828998766,788.2711718455854
pushup,726,12,332.99286156369925,722.5862303751583
pushup,726,13,367.89241054601837,681.8419059761774
pushup,726,14,359.91674987893356,609.4496888477204
pushup,726,15,390.43580573901795,500.83608136380747
pushup,726,16,373.4572079307154,444.0708644236035
pushup,726,17,416.0680964955112,471.78210831941936
pushup,727,1,326.29658883078054,985.4491101167811
pushup,727,2,313.706557959841,990.3113839190212
pushup,727,3,313.4137489084612,988.0210891506366
pushup,727,4,292.0809896368729,961.9142951422166
pushup,727,5,291.96875706837886,955.9195785271769
pushup,727,6,293.777757611191,863.7513423723302
pushup,727,7,273.46166911878083,872.8597023035323
pushup,727,8,374.80601260536594,779.2951021058666
pushup,727,9,386.07375027840595,778.9628328655531
pushup,727,10,494.13163302237524,787.2311458190717
pushup,727,11,503.16481004681503,794.9329228312397
pushup,727,12,345.0621005945038,720.4527511680244
pushup,727,13,367.04106916461075,704.9098310857064
pushup,727,14,393.54431821588884,630.2548381558906
pushup,727,15,381.6039523743746,595.180486238277
pushup,727,16,408.24320475260413,533.2446596578073
pushup,727,17,414.11140575743553,494.1794713616763
pushup,728,1,314.32046085073233,990.1955675373724
pushup,728,2,300.9548106946443,995.7964907392353
pushup,728,3,294.7101818887811,1000.498242080538
pushup,728,4,286.7119210226494,962.5739935951191
pushup,728,5,289.60833365457097,958.8889087956941
pushup,728,6,298.0138102748938,871.4161653717141
pushup,728,7,264.07393739934554,874.0669148540184
pushup,728,8,371.59968058268225,779.8481220692429
pushup,728,9,367.3753812020285,783.5864104054713
pushup,728,10,494.67068053128423,787.03452838342
pushup,728,11,503.01200264378593,794.9059129361908
pushup,728,12,328.6932453356291,713.6833266125582
pushup,728,13,324.44246258652,711.1075079793607
pushup,728,14,346.9102946498938,631.9769467607647
pushup,728,15,337.42731792884956,573.9571438274404
pushup,728,16,372.4610633180852,445.94553284159366
pushup,728,17,371.7787411338404,431.3356818609666
pushup,729,1,313.7272041722348,984.7583472428421
pushup,729,2,299.08315156635484,993.283462106594
pushup,729,3,296.065247853597,985.7287838320611
pushup,729,4,284.09745868883635,961.8151735136569
pushup,729,5,284.2641408819901,954.128790998511
pushup,729,6,299.2555571438973,847.0731911131743
pushup,729,7,258.66330130058424,865.4229315165492
pushup,729,8,371.6522109717653,777.0269875667442
pushup,729,9,365.21402459395557,775.6368647530462
pushup,729,10,495.335733514083,787.22295253457
pushup,729,11,500.7415617557994,790.7323470016429
pushup,729,12,345.4371000591077,692.8139169114312
pushup,729,13,339.0594375342653,686.1723723730148
pushup,729,14,346.1546419377912,607.1490511941231
pushup,729,15,337.0364252307959,576.678559051547
pushup,729,16,372.8618688750685,434.0776992914841
pushup,729,17,373.9172282971834,438.40043501420456
pushup,730,1,309.8145213880037,989.2872855279427
pushup,730,2,292.99039874160496,993.4730982702115
pushup,730,3,290.66230581517806,997.8847902262459
pushup,730,4,281.482222707648,965.1622385315409
pushup,730,5,272.73587410910085,957.3909068447084
pushup,730,6,296.9492621170847,852.0094979527485
pushup,730,7,268.21876659727934,862.0138205520947
pushup,730,8,369.883570085492,778.0502623508951
pushup,730,9,366.6961803770902,790.3800330940238
pushup,730,10,500.6750160351134,790.0627358510748
pushup,730,11,502.0345928794459,796.3674188051923
pushup,730,12,341.8858337402344,711.2119309090053
pushup,730,13,316.23412818239444,707.8059886919839
pushup,730,14,347.2989346688254,628.7057364757325
pushup,730,15,332.54551469233996,594.35750904898
pushup,730,16,370.3254913865474,451.498261333687
pushup,730,17,370.5307863469709,454.42961743993015
pushup,731,1,298.7695747509337,996.473503655959
pushup,731,2,289.39151161595396,994.0401670157191
pushup,731,3,278.61154522812154,1000.7799276830333
pushup,731,4,265.66367969178316,967.6280000149746
pushup,731,5,269.93235537880344,952.5470846453998
pushup,731,6,297.8361698619106,863.253649808752
pushup,731,7,268.82629929927356,864.537903701097
pushup,731,8,373.11656884979783,784.2958374691949
pushup,731,9,373.5569656104372,777.3300227721967
pushup,731,10,495.36905121385,788.5150393833858
pushup,731,11,502.67115810461206,789.261611654359
pushup,731,12,346.10839576051944,712.8179309924357
pushup,731,13,342.8254191080729,684.7246391906403
pushup,731,14,341.20733696117736,633.3049875282379
pushup,731,15,356.77092970463264,571.5801928416791
pushup,731,16,359.1427746153714,444.107081736035
pushup,731,17,369.1327787700452,455.4551096787719
pushup,732,1,282.3211362069113,1005.7099384754929
pushup,732,2,267.21364339192706,1010.5219023956265
pushup,732,3,266.72802925109863,1001.3758206654744
